0;3,728741182;3,728741182;0,009037682;0,009037682;0,009037682
1;4,718953011;8,263128783;0,009037682;0,009037682;0,009037682
2;8,263128783;8,263128783;0,009037682;0,009037682;0,009037682
3;-3,260315469;0,009037682;8,263128783;-1,541204795;4,009174485
Melhor x;3,728741182;3,728741182;0,009037682;0,009037682;0,009037682
Melhor fitness;6,717287257;6,717287257;3,972968635;3,972968635;3,972968635
